Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-03-04,False,18593.768861800003
1,1,2011-03-11,False,17926.130604969254
1,1,2011-03-18,False,18535.51625756445
1,1,2011-03-25,False,21008.38849520953
1,1,2011-04-01,False,54652.239532173844
1,1,2011-04-08,False,42694.35297624326
1,1,2011-04-15,False,14026.008249787496
1,1,2011-04-22,False,13151.109682632385
1,1,2011-04-29,False,13883.593627679633
1,2,2011-03-04,False,49081.71644811548
1,2,2011-03-11,False,45661.24143298697
1,2,2011-03-18,False,44842.5144832086
1,2,2011-03-25,False,43418.23995439079
1,2,2011-04-01,False,47252.32277917383
1,2,2011-04-08,False,45534.91424612226
1,2,2011-04-15,False,47449.48435227915
1,2,2011-04-22,False,45915.72849782255
1,2,2011-04-29,False,45978.007326460785
1,3,2011-03-04,False,10363.293762464473
1,3,2011-03-11,False,9777.048858846923
1,3,2011-03-18,False,8821.933963507301
1,3,2011-03-25,False,9146.17339415622
1,3,2011-04-01,False,9311.61194559234
1,3,2011-04-08,False,9224.295797386068
1,3,2011-04-15,False,9432.745546241618
1,3,2011-04-22,False,9870.68136363207
1,3,2011-04-29,False,8771.56150057834
1,4,2011-03-04,False,38216.80899650883
1,4,2011-03-11,False,32714.40482806602
1,4,2011-03-18,False,33609.60945342796
1,4,2011-03-25,False,31899.953941410116
1,4,2011-04-01,False,37152.04091461823
1,4,2011-04-08,False,35298.40274918193
1,4,2011-04-15,False,34147.97145085305
1,4,2011-04-22,False,33815.55340024508
1,4,2011-04-29,False,33727.435211443924
1,5,2011-03-04,False,28029.85974407573
1,5,2011-03-11,False,28129.695653087583
1,5,2011-03-18,False,28673.96044970362
1,5,2011-03-25,False,41414.1634486739
1,5,2011-04-01,False,33234.637283628326
1,5,2011-04-08,False,25284.836394992908
1,5,2011-04-15,False,18907.46874745096
1,5,2011-04-22,False,27782.198739867526
1,5,2011-04-29,False,24703.9791574311
1,6,2011-03-04,False,3159.6637185936497
1,6,2011-03-11,False,3138.901204222352
1,6,2011-03-18,False,2596.349075419288
1,6,2011-03-25,False,3541.60250094599
1,6,2011-04-01,False,2685.4564105546083
1,6,2011-04-08,False,2779.4756463297717
1,6,2011-04-15,False,2987.589933092584
1,6,2011-04-22,False,2610.454687133657
1,6,2011-04-29,False,2415.936080433169
1,7,2011-03-04,False,19538.206033766204
1,7,2011-03-11,False,20821.83059693488
1,7,2011-03-18,False,24639.220910243206
1,7,2011-03-25,False,16328.666604830401
1,7,2011-04-01,False,22244.962863959845
1,7,2011-04-08,False,20872.30046938756
1,7,2011-04-15,False,19680.662667919976
1,7,2011-04-22,False,18288.934688784662
1,7,2011-04-29,False,20343.909425189002
1,8,2011-03-04,False,37642.51902154507
1,8,2011-03-11,False,33575.442565407866
1,8,2011-03-18,False,33146.62666262866
1,8,2011-03-25,False,31906.281907814337
1,8,2011-04-01,False,35597.00321711384
1,8,2011-04-08,False,32014.31407210196
1,8,2011-04-15,False,32276.804748024057
1,8,2011-04-22,False,32810.1803900298
1,8,2011-04-29,False,33690.44575745988
1,9,2011-03-04,False,25185.427179701488
1,9,2011-03-11,False,26979.28081478384
1,9,2011-03-18,False,37649.390973229114
1,9,2011-03-25,False,26752.58395434711
1,9,2011-04-01,False,30901.912722257068
1,9,2011-04-08,False,29157.996034470296
1,9,2011-04-15,False,27500.89806405
1,9,2011-04-22,False,27218.842886958886
1,9,2011-04-29,False,30204.02063761399
1,10,2011-03-04,False,32736.326343206252
1,10,2011-03-11,False,31782.510241828615
1,10,2011-03-18,False,33283.36822747498
1,10,2011-03-25,False,28966.658112213212
1,10,2011-04-01,False,32366.124927492696
1,10,2011-04-08,False,31253.593295742823
1,10,2011-04-15,False,31076.72686251909
1,10,2011-04-22,False,28662.243464797062
1,10,2011-04-29,False,29660.31693656725
1,11,2011-03-04,False,20398.7324085536
1,11,2011-03-11,False,20045.808387728484
1,11,2011-03-18,False,20255.953701558414
1,11,2011-03-25,False,18394.832400316147
1,11,2011-04-01,False,22146.0384510381
1,11,2011-04-08,False,23753.254352510194
1,11,2011-04-15,False,21058.168822325497
1,11,2011-04-22,False,18433.027880657697
1,11,2011-04-29,False,21444.729795138148
1,12,2011-03-04,False,11069.802239290244
1,12,2011-03-11,False,12513.862691354105
1,12,2011-03-18,False,14097.016888463031
1,12,2011-03-25,False,11866.161877750263
1,12,2011-04-01,False,12995.121819288026
1,12,2011-04-08,False,11276.266845300555
1,12,2011-04-15,False,11963.783633267589
1,12,2011-04-22,False,12343.050293012926
1,12,2011-04-29,False,11450.338831079747
1,13,2011-03-04,False,41822.058502836924
1,13,2011-03-11,False,35782.905360726865
1,13,2011-03-18,False,36551.910960167814
1,13,2011-03-25,False,34967.04464018812
1,13,2011-04-01,False,38725.16950025309
1,13,2011-04-08,False,36535.827104472126
1,13,2011-04-15,False,37555.46562335483
1,13,2011-04-22,False,37661.89607020621
1,13,2011-04-29,False,36396.905947025225
1,14,2011-03-04,False,17512.067967060942
1,14,2011-03-11,False,13289.862713935783
1,14,2011-03-18,False,13187.293487697425
1,14,2011-03-25,False,10538.581978477638
1,14,2011-04-01,False,12737.962909325046
1,14,2011-04-08,False,12660.749889255594
1,14,2011-04-15,False,11150.001019670452
