Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-05-04,False,18705.859375476837
1,1,2012-05-11,False,18158.170733451843
1,1,2012-05-18,False,16193.165560245514
1,1,2012-05-25,False,16168.44910478592
1,1,2012-06-01,False,17198.33386850357
1,1,2012-06-08,False,17109.110057353973
1,1,2012-06-15,False,16759.51791715622
1,1,2012-06-22,False,16577.68941116333
1,1,2012-06-29,False,16849.56720304489
1,2,2012-05-04,False,49314.08400583267
1,2,2012-05-11,False,45840.06104040146
1,2,2012-05-18,False,47228.42002391815
1,2,2012-05-25,False,46959.460003852844
1,2,2012-06-01,False,48419.25389575958
1,2,2012-06-08,False,48628.98359298706
1,2,2012-06-15,False,48448.42807483673
1,2,2012-06-22,False,46307.49547672272
1,2,2012-06-29,False,48214.94965362549
1,3,2012-05-04,False,9968.473619580269
1,3,2012-05-11,False,8982.105076789856
1,3,2012-05-18,False,9179.905599355698
1,3,2012-05-25,False,8929.205654978752
1,3,2012-06-01,False,8959.39393544197
1,3,2012-06-08,False,8764.104208111763
1,3,2012-06-15,False,8733.583062529564
1,3,2012-06-22,False,8296.538312792778
1,3,2012-06-29,False,8392.41963481903
1,4,2012-05-04,False,39055.973509311676
1,4,2012-05-11,False,35060.504574775696
1,4,2012-05-18,False,36874.320190906525
1,4,2012-05-25,False,37542.566004276276
1,4,2012-06-01,False,40744.44332551956
1,4,2012-06-08,False,37410.764053821564
1,4,2012-06-15,False,36828.5086016655
1,4,2012-06-22,False,35740.15692281723
1,4,2012-06-29,False,40287.152711868286
1,5,2012-05-04,False,19495.989855468273
1,5,2012-05-11,False,18397.426573991776
1,5,2012-05-18,False,17320.10444843769
1,5,2012-05-25,False,17792.136990845203
1,5,2012-06-01,False,21552.171701967716
1,5,2012-06-08,False,20710.81692445278
1,5,2012-06-15,False,21644.53128552437
1,5,2012-06-22,False,19973.040398955345
1,5,2012-06-29,False,20342.840793073177
1,6,2012-05-04,False,5244.481641292572
1,6,2012-05-11,False,5307.243028283119
1,6,2012-05-18,False,4430.556019306183
1,6,2012-05-25,False,4779.304539203644
1,6,2012-06-01,False,3746.6880753040314
1,6,2012-06-08,False,3507.372041463852
1,6,2012-06-15,False,3270.872702717781
1,6,2012-06-22,False,3124.5170916318893
1,6,2012-06-29,False,3659.708328485489
1,7,2012-05-04,False,16862.59042930603
1,7,2012-05-11,False,17116.527285575867
1,7,2012-05-18,False,20108.33004426956
1,7,2012-05-25,False,27611.19955444336
1,7,2012-06-01,False,38484.489302158356
1,7,2012-06-08,False,28749.641278266907
1,7,2012-06-15,False,27738.88276195526
1,7,2012-06-22,False,24881.318501472473
1,7,2012-06-29,False,23436.860728740692
1,8,2012-05-04,False,38385.423073768616
1,8,2012-05-11,False,35447.907474040985
1,8,2012-05-18,False,36527.8922791481
1,8,2012-05-25,False,36785.093413352966
1,8,2012-06-01,False,37850.91787862778
1,8,2012-06-08,False,36401.73871088028
1,8,2012-06-15,False,35920.9719619751
1,8,2012-06-22,False,34975.666674137115
1,8,2012-06-29,False,37666.76300239563
1,9,2012-05-04,False,28649.844946861267
1,9,2012-05-11,False,26277.050731658936
1,9,2012-05-18,False,26939.164246559143
1,9,2012-05-25,False,30775.082344055176
1,9,2012-06-01,False,35760.79396915436
1,9,2012-06-08,False,29911.149945259094
1,9,2012-06-15,False,29330.726873397827
1,9,2012-06-22,False,28150.97135257721
1,9,2012-06-29,False,26469.746253967285
1,10,2012-05-04,False,33116.721168369055
1,10,2012-05-11,False,30842.4556414783
1,10,2012-05-18,False,32216.42823919654
1,10,2012-05-25,False,33833.5757972002
1,10,2012-06-01,False,35868.68705493212
1,10,2012-06-08,False,33953.60962358117
1,10,2012-06-15,False,34816.026803687215
1,10,2012-06-22,False,33817.29020895064
1,10,2012-06-29,False,33789.19356928766
1,11,2012-05-04,False,27332.917634487152
1,11,2012-05-11,False,25605.23657488823
1,11,2012-05-18,False,24545.936265468597
1,11,2012-05-25,False,29464.767332315445
1,11,2012-06-01,False,39153.879252910614
1,11,2012-06-08,False,36952.206899404526
1,11,2012-06-15,False,36970.34272480011
1,11,2012-06-22,False,37524.53770303726
1,11,2012-06-29,False,31591.78594994545
1,12,2012-05-04,False,12481.073568075895
1,12,2012-05-11,False,11025.835677325726
1,12,2012-05-18,False,13496.293798059225
1,12,2012-05-25,False,12180.983908593655
1,12,2012-06-01,False,13350.883307009935
1,12,2012-06-08,False,11876.207103908062
1,12,2012-06-15,False,11387.386511415243
1,12,2012-06-22,False,10833.164449453354
1,12,2012-06-29,False,11126.022510558367
1,13,2012-05-04,False,40572.46852302551
1,13,2012-05-11,False,36215.537989616394
1,13,2012-05-18,False,39006.52609920502
1,13,2012-05-25,False,37735.53332233429
1,13,2012-06-01,False,41940.99669742584
1,13,2012-06-08,False,40227.00384807587
1,13,2012-06-15,False,39247.26473712921
1,13,2012-06-22,False,37944.52702999115
1,13,2012-06-29,False,41081.23595619202
1,14,2012-05-04,False,15532.525188446045
1,14,2012-05-11,False,14963.193880796432
1,14,2012-05-18,False,13645.511657714844
1,14,2012-05-25,False,13998.743697166443
1,14,2012-06-01,False,14031.149704933167
1,14,2012-06-08,False,13789.238522052765
1,14,2012-06-15,False,14092.802753448486
1,14,2012-06-22,False,12975.906254529953
1,14,2012-06-29,False,13888.227588176727
1,16,2012-05-04,False,47346.24260044098
1,16,2012-05-11,False,42751.476512908936
1,16,2012-05-18,False,38620.84093666077
1,16,2012-05-25,False,45798.43055820465
1,16,2012-06-01,False,49809.31370830536
1,16,2012-06-08,False,35942.34468078613
1,16,2012-06-15,False,38185.19212055206
1,16,2012-06-22,False,34143.42596435547
1,16,2012-06-29,False,32941.25484466553
1,17,2012-05-04,False,8848.379806041718
1,17,2012-05-11,False,8127.058553695679
1,17,2012-05-18,False,7114.714683532715
1,17,2012-05-25,False,7099.468102693558
1,17,2012-06-01,False,7571.7161231040955
1,17,2012-06-08,False,7531.175028920174
1,17,2012-06-15,False,7837.414835929871
1,17,2012-06-22,False,7122.504724740982
1,17,2012-06-29,False,7686.238860845566
1,18,2012-05-04,False,1231.0253224372864
1,18,2012-05-11,False,-186.89963102340698
1,18,2012-05-25,False,492.08194494247437
1,18,2012-06-01,False,-962.069043636322
1,18,2012-06-08,False,-233.42860746383667
1,19,2012-05-04,False,777.3191414475441
1,19,2012-05-11,False,647.4454136490822
1,19,2012-05-18,False,653.5975569784641
1,19,2012-05-25,False,478.3805952966213
1,19,2012-06-01,False,491.2509528398514
1,19,2012-06-08,False,555.1726201474667
1,19,2012-06-15,False,484.33449670672417
1,19,2012-06-22,False,443.73672357201576
1,19,2012-06-29,False,568.4211595058441
1,20,2012-05-04,False,4634.468858718872
1,20,2012-05-11,False,4457.69126701355
1,20,2012-05-18,False,5230.32021355629
1,20,2012-05-25,False,5365.3881895542145
1,20,2012-06-01,False,6578.424364805222
1,20,2012-06-08,False,5819.614914178848
1,20,2012-06-15,False,5359.435541391373
1,20,2012-06-22,False,5058.092322349548
1,20,2012-06-29,False,6122.371380567551
1,21,2012-05-04,False,8379.151903390884
1,21,2012-05-11,False,7619.080993652344
1,21,2012-05-18,False,7308.755229711533
1,21,2012-05-25,False,7523.591990232468
1,21,2012-06-01,False,7955.757341146469
1,21,2012-06-08,False,7855.697329282761
1,21,2012-06-15,False,7779.607933282852
1,21,2012-06-22,False,7963.775231838226
1,21,2012-06-29,False,8051.304724216461
1,22,2012-05-04,False,7132.908819198608
1,22,2012-05-11,False,6559.47874045372
1,22,2012-05-18,False,6627.184602975845
1,22,2012-05-25,False,6415.086942434311
1,22,2012-06-01,False,6612.549913644791
1,22,2012-06-08,False,6039.350841283798
1,22,2012-06-15,False,6520.050018310547
1,22,2012-06-22,False,6323.779811859131
1,22,2012-06-29,False,7219.9215528965
1,23,2012-05-04,False,19919.945486068726
1,23,2012-05-11,False,20695.621844291687
1,23,2012-05-18,False,20519.515444755554
1,23,2012-05-25,False,22308.372911453247
1,23,2012-06-01,False,25487.384263038635
1,23,2012-06-08,False,24182.759829044342
