Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-03-04,False,19363.83
1,1,2011-03-11,False,19363.83
1,1,2011-03-18,False,19363.83
1,1,2011-03-25,False,19363.83
1,1,2011-04-01,False,19363.83
1,1,2011-04-08,False,19363.83
1,1,2011-04-15,False,19363.83
1,1,2011-04-22,False,19363.83
1,1,2011-04-29,False,19363.83
1,2,2011-03-04,False,46165.25
1,2,2011-03-11,False,46165.25
1,2,2011-03-18,False,46165.25
1,2,2011-03-25,False,46165.25
1,2,2011-04-01,False,46165.25
1,2,2011-04-08,False,46165.25
1,2,2011-04-15,False,46165.25
1,2,2011-04-22,False,46165.25
1,2,2011-04-29,False,46165.25
1,3,2011-03-04,False,10473.78
1,3,2011-03-11,False,10473.78
1,3,2011-03-18,False,10473.78
1,3,2011-03-25,False,10473.78
1,3,2011-04-01,False,10473.78
1,3,2011-04-08,False,10473.78
1,3,2011-04-15,False,10473.78
1,3,2011-04-22,False,10473.78
1,3,2011-04-29,False,10473.78
1,4,2011-03-04,False,33677.18
1,4,2011-03-11,False,33677.18
1,4,2011-03-18,False,33677.18
1,4,2011-03-25,False,33677.18
1,4,2011-04-01,False,33677.18
1,4,2011-04-08,False,33677.18
1,4,2011-04-15,False,33677.18
1,4,2011-04-22,False,33677.18
1,4,2011-04-29,False,33677.18
1,5,2011-03-04,False,23870.31
1,5,2011-03-11,False,23870.31
1,5,2011-03-18,False,23870.31
1,5,2011-03-25,False,23870.31
1,5,2011-04-01,False,23870.31
1,5,2011-04-08,False,23870.31
1,5,2011-04-15,False,23870.31
1,5,2011-04-22,False,23870.31
1,5,2011-04-29,False,23870.31
1,6,2011-03-04,False,4203.87
1,6,2011-03-11,False,4203.87
1,6,2011-03-18,False,4203.87
1,6,2011-03-25,False,4203.87
1,6,2011-04-01,False,4203.87
1,6,2011-04-08,False,4203.87
1,6,2011-04-15,False,4203.87
1,6,2011-04-22,False,4203.87
1,6,2011-04-29,False,4203.87
1,7,2011-03-04,False,23811.23
1,7,2011-03-11,False,23811.23
1,7,2011-03-18,False,23811.23
1,7,2011-03-25,False,23811.23
1,7,2011-04-01,False,23811.23
1,7,2011-04-08,False,23811.23
1,7,2011-04-15,False,23811.23
1,7,2011-04-22,False,23811.23
1,7,2011-04-29,False,23811.23
1,8,2011-03-04,False,34195.37
1,8,2011-03-11,False,34195.37
1,8,2011-03-18,False,34195.37
1,8,2011-03-25,False,34195.37
1,8,2011-04-01,False,34195.37
1,8,2011-04-08,False,34195.37
1,8,2011-04-15,False,34195.37
1,8,2011-04-22,False,34195.37
1,8,2011-04-29,False,34195.37
1,9,2011-03-04,False,24517.18
1,9,2011-03-11,False,24517.18
1,9,2011-03-18,False,24517.18
1,9,2011-03-25,False,24517.18
1,9,2011-04-01,False,24517.18
1,9,2011-04-08,False,24517.18
1,9,2011-04-15,False,24517.18
1,9,2011-04-22,False,24517.18
1,9,2011-04-29,False,24517.18
1,10,2011-03-04,False,33148.39
1,10,2011-03-11,False,33148.39
1,10,2011-03-18,False,33148.39
1,10,2011-03-25,False,33148.39
1,10,2011-04-01,False,33148.39
1,10,2011-04-08,False,33148.39
1,10,2011-04-15,False,33148.39
1,10,2011-04-22,False,33148.39
1,10,2011-04-29,False,33148.39
1,11,2011-03-04,False,19421.42
1,11,2011-03-11,False,19421.42
1,11,2011-03-18,False,19421.42
1,11,2011-03-25,False,19421.42
1,11,2011-04-01,False,19421.42
1,11,2011-04-08,False,19421.42
1,11,2011-04-15,False,19421.42
1,11,2011-04-22,False,19421.42
1,11,2011-04-29,False,19421.42
1,12,2011-03-04,False,10804.61
1,12,2011-03-11,False,10804.61
1,12,2011-03-18,False,10804.61
1,12,2011-03-25,False,10804.61
1,12,2011-04-01,False,10804.61
1,12,2011-04-08,False,10804.61
1,12,2011-04-15,False,10804.61
1,12,2011-04-22,False,10804.61
1,12,2011-04-29,False,10804.61
1,13,2011-03-04,False,37838.4
1,13,2011-03-11,False,37838.4
1,13,2011-03-18,False,37838.4
1,13,2011-03-25,False,37838.4
1,13,2011-04-01,False,37838.4
1,13,2011-04-08,False,37838.4
1,13,2011-04-15,False,37838.4
1,13,2011-04-22,False,37838.4
1,13,2011-04-29,False,37838.4
1,14,2011-03-04,False,15411.12
1,14,2011-03-11,False,15411.12
1,14,2011-03-18,False,15411.12
1,14,2011-03-25,False,15411.12
1,14,2011-04-01,False,15411.12
1,14,2011-04-08,False,15411.12
1,14,2011-04-15,False,15411.12
1,14,2011-04-22,False,15411.12
1,14,2011-04-29,False,15411.12
1,16,2011-03-04,False,23253.54
1,16,2011-03-11,False,23253.54
1,16,2011-03-18,False,23253.54
1,16,2011-03-25,False,23253.54
1,16,2011-04-01,False,23253.54
1,16,2011-04-08,False,23253.54
1,16,2011-04-15,False,23253.54
1,16,2011-04-22,False,23253.54
1,16,2011-04-29,False,23253.54
1,17,2011-03-04,False,11949.83
1,17,2011-03-11,False,11949.83
1,17,2011-03-18,False,11949.83
1,17,2011-03-25,False,11949.83
1,17,2011-04-01,False,11949.83
1,17,2011-04-08,False,11949.83
1,17,2011-04-15,False,11949.83
1,17,2011-04-22,False,11949.83
1,17,2011-04-29,False,11949.83
1,18,2011-03-04,False,957.7
1,18,2011-03-11,False,957.7
1,18,2011-03-18,False,957.7
1,18,2011-03-25,False,957.7
1,18,2011-04-01,False,957.7
1,18,2011-04-08,False,957.7
1,18,2011-04-15,False,957.7
1,18,2011-04-22,False,957.7
1,18,2011-04-29,False,957.7
1,19,2011-03-04,False,1977.45
1,19,2011-03-11,False,1977.45
1,19,2011-03-18,False,1977.45
1,19,2011-03-25,False,1977.45
1,19,2011-04-01,False,1977.45
1,19,2011-04-08,False,1977.45
1,19,2011-04-15,False,1977.45
1,19,2011-04-22,False,1977.45
1,19,2011-04-29,False,1977.45
1,20,2011-03-04,False,4184.4
1,20,2011-03-11,False,4184.4
1,20,2011-03-18,False,4184.4
1,20,2011-03-25,False,4184.4
1,20,2011-04-01,False,4184.4
1,20,2011-04-08,False,4184.4
1,20,2011-04-15,False,4184.4
1,20,2011-04-22,False,4184.4
1,20,2011-04-29,False,4184.4
1,21,2011-03-04,False,7274.81
1,21,2011-03-11,False,7274.81
1,21,2011-03-18,False,7274.81
1,21,2011-03-25,False,7274.81
1,21,2011-04-01,False,7274.81
1,21,2011-04-08,False,7274.81
1,21,2011-04-15,False,7274.81
1,21,2011-04-22,False,7274.81
1,21,2011-04-29,False,7274.81
1,22,2011-03-04,False,9172.57
1,22,2011-03-11,False,9172.57
1,22,2011-03-18,False,9172.57
1,22,2011-03-25,False,9172.57
1,22,2011-04-01,False,9172.57
1,22,2011-04-08,False,9172.57
1,22,2011-04-15,False,9172.57
1,22,2011-04-22,False,9172.57
1,22,2011-04-29,False,9172.57
1,23,2011-03-04,False,19336.18
1,23,2011-03-11,False,19336.18
1,23,2011-03-18,False,19336.18
1,23,2011-03-25,False,19336.18
1,23,2011-04-01,False,19336.18
1,23,2011-04-08,False,19336.18
1,23,2011-04-15,False,19336.18
1,23,2011-04-22,False,19336.18
1,23,2011-04-29,False,19336.18
1,24,2011-03-04,False,5887.9
1,24,2011-03-11,False,5887.9
1,24,2011-03-18,False,5887.9
1,24,2011-03-25,False,5887.9
1,24,2011-04-01,False,5887.9
1,24,2011-04-08,False,5887.9
1,24,2011-04-15,False,5887.9
1,24,2011-04-22,False,5887.9
1,24,2011-04-29,False,5887.9
1,25,2011-03-04,False,9337.71
1,25,2011-03-11,False,9337.71
1,25,2011-03-18,False,9337.71
1,25,2011-03-25,False,9337.71
1,25,2011-04-01,False,9337.71
1,25,2011-04-08,False,9337.71
1,25,2011-04-15,False,9337.71
1,25,2011-04-22,False,9337.71
1,25,2011-04-29,False,9337.71
1,26,2011-03-04,False,7227.41
1,26,2011-03-11,False,7227.41
1,26,2011-03-18,False,7227.41
1,26,2011-03-25,False,7227.41
1,26,2011-04-01,False,7227.41
1,26,2011-04-08,False,7227.41
1,26,2011-04-15,False,7227.41
1,26,2011-04-22,False,7227.41
1,26,2011-04-29,False,7227.41
1,27,2011-03-04,False,1333.69
1,27,2011-03-11,False,1333.69
1,27,2011-03-18,False,1333.69
1,27,2011-03-25,False,1333.69
1,27,2011-04-01,False,1333.69
1,27,2011-04-08,False,1333.69
1,27,2011-04-15,False,1333.69
1,27,2011-04-22,False,1333.69
1,27,2011-04-29,False,1333.69
1,28,2011-03-04,False,662.16
1,28,2011-03-11,False,662.16
1,28,2011-03-18,False,662.16
1,28,2011-03-25,False,662.16
1,28,2011-04-01,False,662.16
1,28,2011-04-08,False,662.16
1,28,2011-04-15,False,662.16
1,28,2011-04-22,False,662.16
1,28,2011-04-29,False,662.16
1,29,2011-03-04,False,4607.7
1,29,2011-03-11,False,4607.7
1,29,2011-03-18,False,4607.7
1,29,2011-03-25,False,4607.7
1,29,2011-04-01,False,4607.7
1,29,2011-04-08,False,4607.7
1,29,2011-04-15,False,4607.7
1,29,2011-04-22,False,4607.7
1,29,2011-04-29,False,4607.7
1,30,2011-03-04,False,4042.31
1,30,2011-03-11,False,4042.31
1,30,2011-03-18,False,4042.31
1,30,2011-03-25,False,4042.31
1,30,2011-04-01,False,4042.31
1,30,2011-04-08,False,4042.31
1,30,2011-04-15,False,4042.31
1,30,2011-04-22,False,4042.31
1,30,2011-04-29,False,4042.31
1,31,2011-03-04,False,2314.0
1,31,2011-03-11,False,2314.0
1,31,2011-03-18,False,2314.0
1,31,2011-03-25,False,2314.0
1,31,2011-04-01,False,2314.0
1,31,2011-04-08,False,2314.0
1,31,2011-04-15,False,2314.0
1,31,2011-04-22,False,2314.0
1,31,2011-04-29,False,2314.0
1,32,2011-03-04,False,7819.18
1,32,2011-03-11,False,7819.18
1,32,2011-03-18,False,7819.18
1,32,2011-03-25,False,7819.18
1,32,2011-04-01,False,7819.18
1,32,2011-04-08,False,7819.18
1,32,2011-04-15,False,7819.18
1,32,2011-04-22,False,7819.18
1,32,2011-04-29,False,7819.18
1,33,2011-03-04,False,5293.75
1,33,2011-03-11,False,5293.75
1,33,2011-03-18,False,5293.75
1,33,2011-03-25,False,5293.75
1,33,2011-04-01,False,5293.75
1,33,2011-04-08,False,5293.75
1,33,2011-04-15,False,5293.75
1,33,2011-04-22,False,5293.75
1,33,2011-04-29,False,5293.75
1,34,2011-03-04,False,11607.13
1,34,2011-03-11,False,11607.13
1,34,2011-03-18,False,11607.13
1,34,2011-03-25,False,11607.13
1,34,2011-04-01,False,11607.13
1,34,2011-04-08,False,11607.13
1,34,2011-04-15,False,11607.13
1,34,2011-04-22,False,11607.13
1,34,2011-04-29,False,11607.13
1,35,2011-03-04,False,2338.82
1,35,2011-03-11,False,2338.82
1,35,2011-03-18,False,2338.82
1,35,2011-03-25,False,2338.82
1,35,2011-04-01,False,2338.82
1,35,2011-04-08,False,2338.82
1,35,2011-04-15,False,2338.82
1,35,2011-04-22,False,2338.82
1,35,2011-04-29,False,2338.82
1,36,2011-03-04,False,80.5
1,36,2011-03-11,False,80.5
1,36,2011-03-18,False,80.5
1,36,2011-03-25,False,80.5
1,36,2011-04-01,False,80.5
1,36,2011-04-08,False,80.5
1,36,2011-04-15,False,80.5
1,36,2011-04-22,False,80.5
1,36,2011-04-29,False,80.5
1,37,2011-03-04,False,2885.47
1,37,2011-03-11,False,2885.47
1,37,2011-03-18,False,2885.47
1,37,2011-03-25,False,2885.47
1,37,2011-04-01,False,2885.47
1,37,2011-04-08,False,2885.47
1,37,2011-04-15,False,2885.47
1,37,2011-04-22,False,2885.47
1,37,2011-04-29,False,2885.47
1,38,2011-03-04,False,66624.1
1,38,2011-03-11,False,66624.1
1,38,2011-03-18,False,66624.1
1,38,2011-03-25,False,66624.1
1,38,2011-04-01,False,66624.1
1,38,2011-04-08,False,66624.1
1,38,2011-04-15,False,66624.1
1,38,2011-04-22,False,66624.1
1,38,2011-04-29,False,66624.1
1,40,2011-03-04,False,63509.85
1,40,2011-03-11,False,63509.85
1,40,2011-03-18,False,63509.85
1,40,2011-03-25,False,63509.85
1,40,2011-04-01,False,63509.85
1,40,2011-04-08,False,63509.85
1,40,2011-04-15,False,63509.85
1,40,2011-04-22,False,63509.85
1,40,2011-04-29,False,63509.85
1,41,2011-03-04,False,772.0
1,41,2011-03-11,False,772.0
1,41,2011-03-18,False,772.0
1,41,2011-03-25,False,772.0
1,41,2011-04-01,False,772.0
1,41,2011-04-08,False,772.0
1,41,2011-04-15,False,772.0
1,41,2011-04-22,False,772.0
1,41,2011-04-29,False,772.0
1,42,2011-03-04,False,8896.4
1,42,2011-03-11,False,8896.4
1,42,2011-03-18,False,8896.4
1,42,2011-03-25,False,8896.4
1,42,2011-04-01,False,8896.4
1,42,2011-04-08,False,8896.4
1,42,2011-04-15,False,8896.4
1,42,2011-04-22,False,8896.4
1,42,2011-04-29,False,8896.4
1,44,2011-03-04,False,3964.39
1,44,2011-03-11,False,3964.39
1,44,2011-03-18,False,3964.39
1,44,2011-03-25,False,3964.39
1,44,2011-04-01,False,3964.39
1,44,2011-04-08,False,3964.39
1,44,2011-04-15,False,3964.39
1,44,2011-04-22,False,3964.39
1,44,2011-04-29,False,3964.39
1,45,2011-03-04,False,11.47
1,45,2011-03-11,False,11.47
1,45,2011-03-18,False,11.47
1,45,2011-04-22,False,11.47
1,46,2011-03-04,False,18879.72
1,46,2011-03-11,False,18879.72
1,46,2011-03-18,False,18879.72
1,46,2011-03-25,False,18879.72
1,46,2011-04-01,False,18879.72
1,46,2011-04-08,False,18879.72
1,46,2011-04-15,False,18879.72
1,46,2011-04-22,False,18879.72
1,46,2011-04-29,False,18879.72
1,47,2011-03-11,False,0.0
1,47,2011-04-08,False,0.0
1,48,2011-03-04,False,1131.0
1,48,2011-03-11,False,1131.0
1,48,2011-03-18,False,1131.0
1,48,2011-03-25,False,1131.0
1,48,2011-04-01,False,1131.0
1,48,2011-04-08,False,1131.0
1,48,2011-04-15,False,1131.0
1,48,2011-04-22,False,1131.0
1,49,2011-03-04,False,15992.5
1,49,2011-03-11,False,15992.5
1,49,2011-03-18,False,15992.5
1,49,2011-03-25,False,15992.5
1,49,2011-04-01,False,15992.5
1,49,2011-04-08,False,15992.5
1,49,2011-04-15,False,15992.5
1,49,2011-04-22,False,15992.5
1,49,2011-04-29,False,15992.5
1,52,2011-03-04,False,3861.34
1,52,2011-03-11,False,3861.34
1,52,2011-03-18,False,3861.34
1,52,2011-03-25,False,3861.34
1,52,2011-04-01,False,3861.34
1,52,2011-04-08,False,3861.34
1,52,2011-04-15,False,3861.34
1,52,2011-04-22,False,3861.34
1,52,2011-04-29,False,3861.34
1,54,2011-03-04,False,60.92
1,54,2011-03-11,False,60.92
1,54,2011-03-18,False,60.92
1,54,2011-03-25,False,60.92
1,54,2011-04-01,False,60.92
1,54,2011-04-15,False,60.92
1,54,2011-04-22,False,60.92
1,54,2011-04-29,False,60.92
1,55,2011-03-04,False,14125.3
1,55,2011-03-11,False,14125.3
1,55,2011-03-18,False,14125.3
1,55,2011-03-25,False,14125.3
1,55,2011-04-01,False,14125.3
1,55,2011-04-08,False,14125.3
1,55,2011-04-15,False,14125.3
1,55,2011-04-22,False,14125.3
1,55,2011-04-29,False,14125.3
1,56,2011-03-04,False,5793.4
1,56,2011-03-11,False,5793.4
1,56,2011-03-18,False,5793.4
1,56,2011-03-25,False,5793.4
1,56,2011-04-01,False,5793.4
1,56,2011-04-08,False,5793.4
1,56,2011-04-15,False,5793.4
1,56,2011-04-22,False,5793.4
1,56,2011-04-29,False,5793.4
1,58,2011-03-04,False,1188.0
1,58,2011-03-11,False,1188.0
1,58,2011-03-18,False,1188.0
1,58,2011-03-25,False,1188.0
1,58,2011-04-01,False,1188.0
1,58,2011-04-08,False,1188.0
1,58,2011-04-15,False,1188.0
1,58,2011-04-22,False,1188.0
1,58,2011-04-29,False,1188.0
1,59,2011-03-04,False,360.91
1,59,2011-03-11,False,360.91
1,59,2011-03-18,False,360.91
1,59,2011-03-25,False,360.91
1,59,2011-04-01,False,360.91
1,59,2011-04-08,False,360.91
1,59,2011-04-15,False,360.91
1,59,2011-04-22,False,360.91
1,59,2011-04-29,False,360.91
1,60,2011-03-04,False,950.4
1,60,2011-03-11,False,950.4
1,60,2011-03-18,False,950.4
1,60,2011-03-25,False,950.4
1,60,2011-04-01,False,950.4
1,60,2011-04-08,False,950.4
1,60,2011-04-15,False,950.4
1,60,2011-04-22,False,950.4
1,60,2011-04-29,False,950.4
1,67,2011-03-04,False,5521.0
1,67,2011-03-11,False,5521.0
1,67,2011-03-18,False,5521.0
1,67,2011-03-25,False,5521.0
1,67,2011-04-01,False,5521.0
1,67,2011-04-08,False,5521.0
1,67,2011-04-15,False,5521.0
1,67,2011-04-22,False,5521.0
1,67,2011-04-29,False,5521.0
1,71,2011-03-04,False,4657.62
1,71,2011-03-11,False,4657.62
1,71,2011-03-18,False,4657.62
1,71,2011-03-25,False,4657.62
1,71,2011-04-01,False,4657.62
1,71,2011-04-08,False,4657.62
1,71,2011-04-15,False,4657.62
1,71,2011-04-22,False,4657.62
1,71,2011-04-29,False,4657.62
1,72,2011-03-04,False,50577.46
1,72,2011-03-11,False,50577.46
1,72,2011-03-18,False,50577.46
1,72,2011-03-25,False,50577.46
1,72,2011-04-01,False,50577.46
1,72,2011-04-08,False,50577.46
1,72,2011-04-15,False,50577.46
1,72,2011-04-22,False,50577.46
1,72,2011-04-29,False,50577.46
1,74,2011-03-04,False,12719.21
